series,n,m,trial,ms,theo_x,normalized_theory_ms
dens_x2.0,67000,134082,1,268.547,2234513.248,735.899
dens_x2.0,67000,134082,2,211.378,2234513.248,735.899
dens_x2.0,67000,134082,3,217.940,2234513.248,735.899
dens_x2.0,79000,186876,1,268.171,2998337.660,987.452
dens_x2.0,79000,186876,2,270.091,2998337.660,987.452
dens_x2.0,79000,186876,3,366.576,2998337.660,987.452
dens_x2.0,92000,253371,1,379.773,3947432.991,1300.020
dens_x2.0,92000,253371,2,457.191,3947432.991,1300.020
dens_x2.0,92000,253371,3,438.751,3947432.991,1300.020
dens_x2.0,108000,349108,1,489.690,5297829.841,1744.750
dens_x2.0,108000,349108,2,546.835,5297829.841,1744.750
dens_x2.0,108000,349108,3,592.548,5297829.841,1744.750
dens_x2.0,127000,484181,1,648.164,7182563.887,2365.456
dens_x2.0,127000,484181,2,661.210,7182563.887,2365.456
dens_x2.0,127000,484181,3,683.688,7182563.887,2365.456
dens_x2.0,149000,666491,1,941.120,9713885.437,3199.104
dens_x2.0,149000,666491,2,939.268,9713885.437,3199.104
dens_x2.0,149000,666491,3,1079.986,9713885.437,3199.104
dens_x2.0,174000,907603,1,1457.898,13051498.522,4298.290
dens_x2.0,174000,907603,2,1491.741,13051498.522,4298.290
dens_x2.0,174000,907603,3,1509.796,13051498.522,4298.290
dens_x2.0,204000,1247723,1,1941.400,17748584.329,5845.195
dens_x2.0,204000,1247723,2,1883.289,17748584.329,5845.195
dens_x2.0,204000,1247723,3,2148.763,17748584.329,5845.195
dens_x2.0,240000,1725541,1,3554.892,24349896.729,8019.226
dens_x2.0,240000,1725541,2,3500.571,24349896.729,8019.226
dens_x2.0,240000,1725541,3,2982.789,24349896.729,8019.226
dens_x2.0,281000,2365586,1,5271.622,33204358.944,10935.293
dens_x2.0,281000,2365586,2,5262.823,33204358.944,10935.293
dens_x2.0,281000,2365586,3,5355.604,33204358.944,10935.293
dens_x2.0,329000,3242756,1,6945.261,45374920.412,14943.461
dens_x2.0,329000,3242756,2,8169.639,45374920.412,14943.461
dens_x2.0,329000,3242756,3,8000.158,45374920.412,14943.461
dens_x2.0,386000,4461354,1,12528.673,62354387.279,20535.361
dens_x2.0,386000,4461354,2,12562.673,62354387.279,20535.361
dens_x2.0,386000,4461354,3,12035.052,62354387.279,20535.361
dens_x2.0,452000,6119886,1,20186.465,85575402.535,28182.808
dens_x2.0,452000,6119886,2,19916.812,85575402.535,28182.808
dens_x2.0,452000,6119886,3,15977.399,85575402.535,28182.808
dens_x2.0,530000,8413791,1,32317.410,117884820.410,38823.367
dens_x2.0,530000,8413791,2,31720.112,117884820.410,38823.367
dens_x2.0,530000,8413791,3,31302.338,117884820.410,38823.367
dens_x2.0,621000,11552079,1,53605.814,162377752.059,53476.360
dens_x2.0,621000,11552079,2,52721.452,162377752.059,53476.360
dens_x2.0,621000,11552079,3,53208.675,162377752.059,53476.360
dens_x2.0,728000,15870417,1,88661.318,224046367.608,73785.874
dens_x2.0,728000,15870417,2,89084.669,224046367.608,73785.874
dens_x2.0,728000,15870417,3,92250.894,224046367.608,73785.874
dens_x2.0,853000,21800415,1,103414.772,309366697.818,101884.678
dens_x2.0,853000,21800415,2,108232.648,309366697.818,101884.678
dens_x2.0,853000,21800415,3,109812.620,309366697.818,101884.678
dens_x2.0,1000000,29958277,1,177792.954,427704402.750,140857.196
dens_x2.0,1000000,29958277,2,167656.235,427704402.750,140857.196
dens_x2.0,1000000,29958277,3,168312.820,427704402.750,140857.196
