series,n,m,trial,ms,theo_x,normalized_theory_ms
dens_x1.0,16000,3912,3,43.305,192755.010,41.662
dens_x1.0,19000,5413,1,59.872,240521.618,51.986
dens_x1.0,19000,5413,2,54.141,240521.618,51.986
dens_x1.0,19000,5413,3,59.136,240521.618,51.986
dens_x1.0,22000,7290,1,57.037,292864.786,63.299
dens_x1.0,22000,7290,2,80.374,292864.786,63.299
dens_x1.0,22000,7290,3,51.274,292864.786,63.299
dens_x1.0,26000,10078,1,100.147,366763.602,79.271
dens_x1.0,26000,10078,2,64.036,366763.602,79.271
dens_x1.0,26000,10078,3,118.154,366763.602,79.271
dens_x1.0,30000,13336,1,63.956,446748.773,96.559
dens_x1.0,30000,13336,2,90.179,446748.773,96.559
dens_x1.0,30000,13336,3,63.027,446748.773,96.559
dens_x1.0,36000,19373,1,133.343,580933.327,125.562
dens_x1.0,36000,19373,2,82.262,580933.327,125.562
dens_x1.0,36000,19373,3,126.932,580933.327,125.562
dens_x1.0,42000,26057,1,310.700,724495.682,156.591
dens_x1.0,42000,26057,2,182.416,724495.682,156.591
dens_x1.0,42000,26057,3,146.894,724495.682,156.591
dens_x1.0,49000,35903,1,152.136,916916.365,198.180
dens_x1.0,49000,35903,2,134.394,916916.365,198.180
dens_x1.0,49000,35903,3,140.925,916916.365,198.180
dens_x1.0,57000,48648,1,283.893,1156930.810,250.056
dens_x1.0,57000,48648,2,234.125,1156930.810,250.056
dens_x1.0,57000,48648,3,190.222,1156930.810,250.056
dens_x1.0,67000,67188,1,289.951,1491157.159,322.295
dens_x1.0,67000,67188,2,237.208,1491157.159,322.295
dens_x1.0,67000,67188,3,287.380,1491157.159,322.295
dens_x1.0,79000,93552,1,275.404,1945903.955,420.583
dens_x1.0,79000,93552,2,307.363,1945903.955,420.583
dens_x1.0,79000,93552,3,253.094,1945903.955,420.583
dens_x1.0,92000,126776,1,342.068,2500509.887,540.454
dens_x1.0,92000,126776,2,276.337,2500509.887,540.454
dens_x1.0,92000,126776,3,288.147,2500509.887,540.454
dens_x1.0,108000,175020,1,316.023,3280169.679,708.968
dens_x1.0,108000,175020,2,353.284,3280169.679,708.968
dens_x1.0,108000,175020,3,339.276,3280169.679,708.968
dens_x1.0,127000,241838,1,391.496,4334562.918,936.862
dens_x1.0,127000,241838,2,384.289,4334562.918,936.862
dens_x1.0,127000,241838,3,400.746,4334562.918,936.862
dens_x1.0,149000,333094,1,601.271,5742559.864,1241.183
dens_x1.0,149000,333094,2,542.543,5742559.864,1241.183
dens_x1.0,149000,333094,3,507.314,5742559.864,1241.183
dens_x1.0,174000,454003,1,705.319,7577993.244,1637.890
dens_x1.0,174000,454003,2,708.632,7577993.244,1637.890
dens_x1.0,174000,454003,3,662.705,7577993.244,1637.890
dens_x1.0,204000,623499,1,944.243,10116899.562,2186.643
dens_x1.0,204000,623499,2,929.347,10116899.562,2186.643
dens_x1.0,204000,623499,3,942.194,10116899.562,2186.643
dens_x1.0,240000,862431,1,1338.912,13657349.809,2951.867
dens_x1.0,240000,862431,2,1197.529,13657349.809,2951.867
dens_x1.0,240000,862431,3,1288.236,13657349.809,2951.867
dens_x1.0,281000,1182168,1,1812.009,18357066.601,3967.653
dens_x1.0,281000,1182168,2,1831.549,18357066.601,3967.653
dens_x1.0,281000,1182168,3,1800.877,18357066.601,3967.653
dens_x1.0,329000,1623777,1,2607.569,24807713.897,5361.881
dens_x1.0,329000,1623777,2,2721.496,24807713.897,5361.881
dens_x1.0,329000,1623777,3,2692.989,24807713.897,5361.881
dens_x1.0,386000,2232671,1,3896.705,33685517.024,7280.708
dens_x1.0,386000,2232671,2,4093.978,33685517.024,7280.708
dens_x1.0,386000,2232671,3,4157.255,33685517.024,7280.708
dens_x1.0,452000,3055874,1,6800.304,45677561.904,9872.640
dens_x1.0,452000,3055874,2,6063.371,45677561.904,9872.640
dens_x1.0,452000,3055874,3,5619.696,45677561.904,9872.640
dens_x1.0,530000,4208065,1,7359.967,62450692.510,13497.945
dens_x1.0,530000,4208065,2,8442.994,62450692.510,13497.945
dens_x1.0,530000,4208065,3,9818.880,62450692.510,13497.945
dens_x1.0,621000,5774507,1,13500.980,85310220.195,18438.750
dens_x1.0,621000,5774507,2,15204.199,85310220.195,18438.750
dens_x1.0,621000,5774507,3,12344.941,85310220.195,18438.750
dens_x1.0,728000,7935888,1,20263.595,116945648.236,25276.356
dens_x1.0,728000,7935888,2,21043.008,116945648.236,25276.356
dens_x1.0,728000,7935888,3,20002.944,116945648.236,25276.356
dens_x1.0,853000,10900416,1,36276.239,160510699.866,34692.404
dens_x1.0,853000,10900416,2,28334.668,160510699.866,34692.404
dens_x1.0,853000,10900416,3,35198.553,160510699.866,34692.404
dens_x1.0,1000000,14986435,1,45843.089,220860761.527,47736.324
dens_x1.0,1000000,14986435,2,47166.816,220860761.527,47736.324
dens_x1.0,1000000,14986435,3,49091.110,220860761.527,47736.324
dens_x1.0,1300000,25315094,1,98721.978,374683961.719,139830.193
dens_x1.0,1300000,25315094,2,78676.425,374683961.719,139830.193
dens_x1.0,1300000,25315094,3,103389.019,374683961.719,139830.193
dens_x1.0,1500000,33713952,1,132205.466,500776754.498,186887.396
dens_x1.0,1500000,33713952,2,152518.556,500776754.498,186887.396
dens_x1.0,1500000,33713952,3,112566.137,500776754.498,186887.396
dens_x2.0,10000,3007,1,26.720,119798.897,25.893
dens_x2.0,10000,3007,2,43.318,119798.897,25.893
dens_x2.0,10000,3007,3,31.487,119798.897,25.893
dens_x2.0,12000,4365,1,48.927,153710.912,33.223
dens_x2.0,12000,4365,2,34.995,153710.912,33.223
dens_x2.0,12000,4365,3,46.545,153710.912,33.223
dens_x2.0,14000,5830,1,49.223,189313.294,40.918
dens_x2.0,14000,5830,2,37.392,189313.294,40.918
dens_x2.0,14000,5830,3,56.664,189313.294,40.918
dens_x2.0,16000,7624,1,46.943,228688.447,49.428
dens_x2.0,16000,7624,2,57.763,228688.447,49.428
dens_x2.0,16000,7624,3,47.823,228688.447,49.428
dens_x2.0,19000,10837,1,98.560,293959.920,63.536
dens_x2.0,19000,10837,2,62.016,293959.920,63.536
dens_x2.0,19000,10837,3,58.108,293959.920,63.536
dens_x2.0,22000,14556,1,101.815,365516.050,79.002
dens_x2.0,22000,14556,2,63.192,365516.050,79.002
dens_x2.0,22000,14556,3,93.428,365516.050,79.002
dens_x2.0,26000,20395,1,109.113,471644.695,101.940
dens_x2.0,26000,20395,2,82.642,471644.695,101.940
dens_x2.0,26000,20395,3,117.889,471644.695,101.940
dens_x2.0,30000,26790,1,94.074,585445.422,126.537
dens_x2.0,30000,26790,2,143.902,585445.422,126.537
dens_x2.0,30000,26790,3,124.759,585445.422,126.537
dens_x2.0,36000,38800,1,162.750,784747.311,169.613
dens_x2.0,36000,38800,2,202.980,784747.311,169.613
dens_x2.0,36000,38800,3,142.628,784747.311,169.613
dens_x2.0,42000,53391,1,206.343,1015477.726,219.483
dens_x2.0,42000,53391,2,142.426,1015477.726,219.483
dens_x2.0,42000,53391,3,289.445,1015477.726,219.483
dens_x2.0,49000,71945,1,264.377,1306154.668,282.309
dens_x2.0,49000,71945,2,199.305,1306154.668,282.309
dens_x2.0,49000,71945,3,262.257,1306154.668,282.309
dens_x2.0,57000,97182,1,307.139,1688417.255,364.931
dens_x2.0,57000,97182,2,326.031,1688417.255,364.931
dens_x2.0,57000,97182,3,350.852,1688417.255,364.931
dens_x2.0,67000,134082,1,247.385,2234513.248,482.962
dens_x2.0,67000,134082,2,359.392,2234513.248,482.962
dens_x2.0,67000,134082,3,399.988,2234513.248,482.962
dens_x2.0,79000,186876,1,342.322,2998337.660,648.054
dens_x2.0,79000,186876,2,332.860,2998337.660,648.054
dens_x2.0,79000,186876,3,344.360,2998337.660,648.054
dens_x2.0,92000,253371,1,379.277,3947432.991,853.189
dens_x2.0,92000,253371,2,425.224,3947432.991,853.189
dens_x2.0,92000,253371,3,363.135,3947432.991,853.189
dens_x2.0,108000,349108,1,491.590,5297829.841,1145.060
dens_x2.0,108000,349108,2,527.905,5297829.841,1145.060
dens_x2.0,108000,349108,3,514.033,5297829.841,1145.060
dens_x2.0,127000,484181,1,822.984,7182563.887,1552.422
dens_x2.0,127000,484181,2,713.202,7182563.887,1552.422
dens_x2.0,127000,484181,3,730.441,7182563.887,1552.422
dens_x2.0,149000,666491,1,902.169,9713885.437,2099.536
dens_x2.0,149000,666491,2,921.216,9713885.437,2099.536
dens_x2.0,149000,666491,3,1008.476,9713885.437,2099.536
dens_x2.0,174000,907603,1,1210.904,13051498.522,2820.920
dens_x2.0,174000,907603,2,1263.896,13051498.522,2820.920
dens_x2.0,174000,907603,3,1232.927,13051498.522,2820.920
dens_x2.0,204000,1247723,1,1851.569,17748584.329,3836.137
dens_x2.0,204000,1247723,2,1769.742,17748584.329,3836.137
dens_x2.0,204000,1247723,3,1841.024,17748584.329,3836.137
dens_x2.0,240000,1725541,1,2987.372,24349896.729,5262.929
dens_x2.0,240000,1725541,2,2659.560,24349896.729,5262.929
dens_x2.0,240000,1725541,3,2649.774,24349896.729,5262.929
dens_x2.0,281000,2365586,1,3782.265,33204358.944,7176.712
dens_x2.0,281000,2365586,2,4613.097,33204358.944,7176.712
dens_x2.0,281000,2365586,3,4571.901,33204358.944,7176.712
dens_x2.0,329000,3242756,1,7011.528,45374920.412,9807.228
dens_x2.0,329000,3242756,2,6958.774,45374920.412,9807.228
dens_x2.0,329000,3242756,3,6887.107,45374920.412,9807.228
dens_x2.0,386000,4461354,1,9100.421,62354387.279,13477.130
dens_x2.0,386000,4461354,2,11851.489,62354387.279,13477.130
dens_x2.0,386000,4461354,3,10179.649,62354387.279,13477.130
dens_x2.0,452000,6119886,1,13421.960,85575402.535,18496.066
dens_x2.0,452000,6119886,2,18355.367,85575402.535,18496.066
dens_x2.0,452000,6119886,3,15388.386,85575402.535,18496.066
dens_x2.0,530000,8413791,1,25985.246,117884820.410,25479.347
dens_x2.0,530000,8413791,2,18929.372,117884820.410,25479.347
dens_x2.0,530000,8413791,3,26384.270,117884820.410,25479.347
dens_x2.0,621000,11552079,1,30976.711,162377752.059,35095.944
dens_x2.0,621000,11552079,2,31445.815,162377752.059,35095.944
dens_x2.0,621000,11552079,3,30916.426,162377752.059,35095.944
dens_x2.0,728000,15870417,1,45213.376,224046367.608,48424.853
dens_x2.0,728000,15870417,2,46801.158,224046367.608,48424.853
dens_x2.0,728000,15870417,3,46000.598,224046367.608,48424.853
dens_x2.0,853000,21800415,1,80293.217,309366697.818,66865.788
dens_x2.0,853000,21800415,2,72885.247,309366697.818,66865.788
dens_x2.0,853000,21800415,3,73704.347,309366697.818,66865.788
dens_x2.0,1000000,29958277,1,93513.717,427704402.750,92443.020
dens_x2.0,1000000,29958277,2,93710.242,427704402.750,92443.020
dens_x2.0,1000000,29958277,3,114397.999,427704402.750,92443.020
dens_x0.5,1300000,12655006,1,36062.526,196456827.614,73316.712
dens_x0.5,1300000,12655006,2,37491.996,196456827.614,73316.712
dens_x0.5,1300000,12655006,3,40901.895,196456827.614,73316.712
dens_x0.5,1500000,16856907,1,55060.072,261053127.751,97423.730
dens_x0.5,1500000,16856907,2,51489.209,261053127.751,97423.730
dens_x0.5,1500000,16856907,3,51762.161,261053127.751,97423.730
dens_x1.0,1300000,25315094,1,98721.978,374683961.719,139830.193
dens_x1.0,1300000,25315094,2,78676.425,374683961.719,139830.193
dens_x1.0,1300000,25315094,3,103389.019,374683961.719,139830.193
dens_x1.0,1500000,33713952,1,132205.466,500776754.498,186887.396
dens_x1.0,1500000,33713952,2,152518.556,500776754.498,186887.396
dens_x1.0,1500000,33713952,3,112566.137,500776754.498,186887.396
dens_x2.0,1300000,50620887,1,269269.465,730935747.856,272781.589
dens_x2.0,1300000,50620887,2,256085.939,730935747.856,272781.589
dens_x2.0,1300000,50620887,3,281477.940,730935747.856,272781.589
dens_x2.0,1500000,67408553,1,490996.350,979946855.397,365711.297
dens_x2.0,1500000,67408553,2,398152.570,979946855.397,365711.297
dens_x2.0,1500000,67408553,3,409926.988,979946855.397,365711.297
dens_x2.0,1300000,50620887,1,269269.465,730935747.856,272781.589
dens_x2.0,1300000,50620887,2,256085.939,730935747.856,272781.589
dens_x2.0,1300000,50620887,3,281477.940,730935747.856,272781.589
dens_x2.0,1500000,67408553,1,490996.350,979946855.397,365711.297
dens_x2.0,1500000,67408553,2,398152.570,979946855.397,365711.297
dens_x2.0,1500000,67408553,3,409926.988,979946855.397,365711.297
