series,n,m,trial,ms,theo_x,normalized_theory_ms
dens_x0.5,452000,1531464,2,5686.995,25827552.428,10055.916
dens_x0.5,452000,1531464,3,5806.431,25827552.428,10055.916
dens_x0.5,530000,2103874,1,8092.970,34716124.680,13516.668
dens_x0.5,530000,2103874,2,8378.748,34716124.680,13516.668
dens_x0.5,530000,2103874,3,8476.747,34716124.680,13516.668
dens_x0.5,621000,2887681,1,12003.507,46802598.872,18222.517
dens_x0.5,621000,2887681,2,11475.289,46802598.872,18222.517
dens_x0.5,621000,2887681,3,11643.507,46802598.872,18222.517
dens_x0.5,728000,3971764,1,15740.247,63437679.196,24699.359
dens_x0.5,728000,3971764,2,15861.904,63437679.196,24699.359
dens_x0.5,728000,3971764,3,16104.897,63437679.196,24699.359
dens_x0.5,853000,5448500,1,23924.937,86056528.179,33505.972
dens_x0.5,853000,5448500,2,23993.406,86056528.179,33505.972
dens_x0.5,853000,5448500,3,25817.687,86056528.179,33505.972
dens_x0.5,1000000,7489974,1,33333.025,117293325.434,45667.970
dens_x0.5,1000000,7489974,2,32787.127,117293325.434,45667.970
dens_x0.5,1000000,7489974,3,35885.585,117293325.434,45667.970
dens_x1.0,10000,1550,1,58.206,106379.431,41.419
dens_x1.0,10000,1550,2,58.889,106379.431,41.419
dens_x1.0,10000,1550,3,59.592,106379.431,41.419
dens_x1.0,12000,2135,1,68.803,132765.276,51.692
dens_x1.0,12000,2135,2,69.910,132765.276,51.692
dens_x1.0,12000,2135,3,69.644,132765.276,51.692
dens_x1.0,14000,2963,1,94.906,161942.582,63.052
dens_x1.0,14000,2963,2,80.102,161942.582,63.052
dens_x1.0,14000,2963,3,84.479,161942.582,63.052
dens_x1.0,16000,3912,1,94.907,192755.010,75.049
dens_x1.0,16000,3912,2,97.008,192755.010,75.049
dens_x1.0,16000,3912,3,94.134,192755.010,75.049
dens_x1.0,19000,5413,1,108.859,240521.618,93.647
dens_x1.0,19000,5413,2,108.454,240521.618,93.647
dens_x1.0,19000,5413,3,108.726,240521.618,93.647
dens_x1.0,22000,7290,1,116.383,292864.786,114.026
dens_x1.0,22000,7290,2,119.034,292864.786,114.026
dens_x1.0,22000,7290,3,124.547,292864.786,114.026
dens_x1.0,26000,10078,1,134.102,366763.602,142.799
dens_x1.0,26000,10078,2,138.847,366763.602,142.799
dens_x1.0,26000,10078,3,145.234,366763.602,142.799
dens_x1.0,30000,13336,1,205.487,446748.773,173.941
dens_x1.0,30000,13336,2,201.550,446748.773,173.941
dens_x1.0,30000,13336,3,185.775,446748.773,173.941
dens_x1.0,36000,19373,1,195.098,580933.327,226.185
dens_x1.0,36000,19373,2,221.406,580933.327,226.185
dens_x1.0,36000,19373,3,229.693,580933.327,226.185
dens_x1.0,42000,26057,1,268.682,724495.682,282.081
dens_x1.0,42000,26057,2,235.697,724495.682,282.081
dens_x1.0,42000,26057,3,260.327,724495.682,282.081
dens_x1.0,49000,35903,1,319.756,916916.365,357.000
dens_x1.0,49000,35903,2,247.543,916916.365,357.000
dens_x1.0,49000,35903,3,242.526,916916.365,357.000
dens_x1.0,57000,48648,1,397.064,1156930.810,450.449
dens_x1.0,57000,48648,2,380.093,1156930.810,450.449
dens_x1.0,57000,48648,3,346.247,1156930.810,450.449
dens_x1.0,67000,67188,1,359.800,1491157.159,580.580
dens_x1.0,67000,67188,2,361.464,1491157.159,580.580
dens_x1.0,67000,67188,3,369.751,1491157.159,580.580
dens_x1.0,79000,93552,1,469.624,1945903.955,757.635
dens_x1.0,79000,93552,2,523.395,1945903.955,757.635
dens_x1.0,79000,93552,3,451.623,1945903.955,757.635
dens_x1.0,92000,126776,1,557.575,2500509.887,973.570
dens_x1.0,92000,126776,2,555.152,2500509.887,973.570
dens_x1.0,92000,126776,3,559.637,2500509.887,973.570
dens_x1.0,108000,175020,1,693.661,3280169.679,1277.129
dens_x1.0,108000,175020,2,694.646,3280169.679,1277.129
dens_x1.0,108000,175020,3,688.850,3280169.679,1277.129
dens_x1.0,127000,241838,1,887.291,4334562.918,1687.655
dens_x1.0,127000,241838,2,917.991,4334562.918,1687.655
dens_x1.0,127000,241838,3,887.282,4334562.918,1687.655
dens_x1.0,149000,333094,1,1218.530,5742559.864,2235.857
dens_x1.0,149000,333094,2,1262.687,5742559.864,2235.857
dens_x1.0,149000,333094,3,1221.463,5742559.864,2235.857
dens_x1.0,174000,454003,1,1653.458,7577993.244,2950.480
dens_x1.0,174000,454003,2,1589.535,7577993.244,2950.480
dens_x1.0,174000,454003,3,1597.942,7577993.244,2950.480
dens_x1.0,204000,623499,1,2081.263,10116899.562,3938.999
dens_x1.0,204000,623499,2,2064.348,10116899.562,3938.999
dens_x1.0,204000,623499,3,2011.870,10116899.562,3938.999
dens_x1.0,240000,862431,1,2886.728,13657349.809,5317.467
dens_x1.0,240000,862431,2,2914.305,13657349.809,5317.467
dens_x1.0,240000,862431,3,2874.904,13657349.809,5317.467
dens_x1.0,281000,1182168,1,4453.264,18357066.601,7147.295
dens_x1.0,281000,1182168,2,4139.544,18357066.601,7147.295
dens_x1.0,281000,1182168,3,4573.999,18357066.601,7147.295
dens_x1.0,329000,1623777,1,5959.977,24807713.897,9658.844
dens_x1.0,329000,1623777,2,6951.901,24807713.897,9658.844
dens_x1.0,329000,1623777,3,5727.519,24807713.897,9658.844
dens_x1.0,386000,2232671,1,8057.699,33685517.024,13115.402
dens_x1.0,386000,2232671,2,8162.875,33685517.024,13115.402
dens_x1.0,386000,2232671,3,8187.878,33685517.024,13115.402
dens_x1.0,452000,3055874,1,11484.033,45677561.904,17784.486
dens_x1.0,452000,3055874,2,11583.497,45677561.904,17784.486
dens_x1.0,452000,3055874,3,11713.283,45677561.904,17784.486
dens_x1.0,530000,4208065,1,16968.262,62450692.510,24315.078
dens_x1.0,530000,4208065,2,15686.033,62450692.510,24315.078
dens_x1.0,530000,4208065,3,16661.082,62450692.510,24315.078
dens_x1.0,621000,5774507,1,24345.921,85310220.195,33215.398
dens_x1.0,621000,5774507,2,24451.492,85310220.195,33215.398
dens_x1.0,621000,5774507,3,23900.906,85310220.195,33215.398
dens_x1.0,728000,7935888,1,36299.762,116945648.236,45532.602
dens_x1.0,728000,7935888,2,33059.393,116945648.236,45532.602
dens_x1.0,728000,7935888,3,37098.302,116945648.236,45532.602
dens_x1.0,853000,10900416,1,53083.830,160510699.866,62494.585
dens_x1.0,853000,10900416,2,53282.730,160510699.866,62494.585
dens_x1.0,853000,10900416,3,52312.206,160510699.866,62494.585
dens_x1.0,1000000,14986435,1,77987.779,220860761.527,85991.786
dens_x1.0,1000000,14986435,2,78617.841,220860761.527,85991.786
dens_x1.0,1000000,14986435,3,79625.105,220860761.527,85991.786
dens_x2.0,10000,3007,1,72.111,119798.897,46.644
dens_x2.0,10000,3007,2,70.572,119798.897,46.644
dens_x2.0,10000,3007,3,69.460,119798.897,46.644
dens_x2.0,12000,4365,1,88.829,153710.912,59.847
dens_x2.0,12000,4365,2,87.598,153710.912,59.847
dens_x2.0,12000,4365,3,92.566,153710.912,59.847
dens_x2.0,14000,5830,1,98.751,189313.294,73.709
dens_x2.0,14000,5830,2,99.427,189313.294,73.709
dens_x2.0,14000,5830,3,97.017,189313.294,73.709
dens_x2.0,16000,7624,1,113.441,228688.447,89.039
dens_x2.0,16000,7624,2,114.051,228688.447,89.039
dens_x2.0,16000,7624,3,111.923,228688.447,89.039
dens_x2.0,19000,10837,1,140.996,293959.920,114.453
dens_x2.0,19000,10837,2,131.449,293959.920,114.453
dens_x2.0,19000,10837,3,137.347,293959.920,114.453
dens_x2.0,22000,14556,1,165.281,365516.050,142.313
dens_x2.0,22000,14556,2,146.564,365516.050,142.313
dens_x2.0,22000,14556,3,144.894,365516.050,142.313
dens_x2.0,26000,20395,1,181.262,471644.695,183.634
dens_x2.0,26000,20395,2,198.833,471644.695,183.634
dens_x2.0,26000,20395,3,207.951,471644.695,183.634
dens_x2.0,30000,26790,1,225.380,585445.422,227.942
dens_x2.0,30000,26790,2,212.692,585445.422,227.942
dens_x2.0,30000,26790,3,220.381,585445.422,227.942
dens_x2.0,36000,38800,1,291.967,784747.311,305.540
dens_x2.0,36000,38800,2,287.036,784747.311,305.540
dens_x2.0,36000,38800,3,285.022,784747.311,305.540
dens_x2.0,42000,53391,1,306.692,1015477.726,395.375
dens_x2.0,42000,53391,2,317.915,1015477.726,395.375
dens_x2.0,42000,53391,3,324.443,1015477.726,395.375
dens_x2.0,49000,71945,1,431.617,1306154.668,508.549
dens_x2.0,49000,71945,2,411.852,1306154.668,508.549
dens_x2.0,49000,71945,3,442.893,1306154.668,508.549
dens_x2.0,57000,97182,1,444.690,1688417.255,657.383
dens_x2.0,57000,97182,2,414.667,1688417.255,657.383
dens_x2.0,57000,97182,3,413.077,1688417.255,657.383
dens_x2.0,67000,134082,1,528.155,2234513.248,870.004
dens_x2.0,67000,134082,2,532.767,2234513.248,870.004
dens_x2.0,67000,134082,3,528.469,2234513.248,870.004
dens_x2.0,79000,186876,1,676.211,2998337.660,1167.398
dens_x2.0,79000,186876,2,664.701,2998337.660,1167.398
dens_x2.0,79000,186876,3,697.816,2998337.660,1167.398
dens_x2.0,92000,253371,1,849.705,3947432.991,1536.927
dens_x2.0,92000,253371,2,904.967,3947432.991,1536.927
dens_x2.0,92000,253371,3,870.314,3947432.991,1536.927
dens_x2.0,108000,349108,1,1181.033,5297829.841,2062.702
dens_x2.0,108000,349108,2,1179.125,5297829.841,2062.702
dens_x2.0,108000,349108,3,1169.062,5297829.841,2062.702
dens_x2.0,127000,484181,1,1568.306,7182563.887,2796.520
dens_x2.0,127000,484181,2,1527.148,7182563.887,2796.520
dens_x2.0,127000,484181,3,1527.026,7182563.887,2796.520
dens_x2.0,149000,666491,1,2130.278,9713885.437,3782.086
dens_x2.0,149000,666491,2,2095.352,9713885.437,3782.086
dens_x2.0,149000,666491,3,2116.762,9713885.437,3782.086
dens_x2.0,174000,907603,1,2955.051,13051498.522,5081.580
dens_x2.0,174000,907603,2,2968.651,13051498.522,5081.580
dens_x2.0,174000,907603,3,2901.389,13051498.522,5081.580
dens_x2.0,204000,1247723,1,4011.758,17748584.329,6910.383
dens_x2.0,204000,1247723,2,3967.668,17748584.329,6910.383
dens_x2.0,204000,1247723,3,4002.986,17748584.329,6910.383
dens_x2.0,240000,1725541,1,5827.568,24349896.729,9480.594
dens_x2.0,240000,1725541,2,5824.487,24349896.729,9480.594
dens_x2.0,240000,1725541,3,5785.284,24349896.729,9480.594
dens_x2.0,281000,2365586,1,8196.369,33204358.944,12928.064
dens_x2.0,281000,2365586,2,8396.722,33204358.944,12928.064
dens_x2.0,281000,2365586,3,8292.723,33204358.944,12928.064
dens_x2.0,329000,3242756,1,12064.337,45374920.412,17666.653
dens_x2.0,329000,3242756,2,12045.907,45374920.412,17666.653
dens_x2.0,329000,3242756,3,12026.978,45374920.412,17666.653
dens_x2.0,386000,4461354,1,17662.636,62354387.279,24277.581
dens_x2.0,386000,4461354,2,17484.608,62354387.279,24277.581
dens_x2.0,386000,4461354,3,17401.132,62354387.279,24277.581
dens_x2.0,452000,6119886,1,31461.157,85575402.535,33318.647
dens_x2.0,452000,6119886,2,27648.193,85575402.535,33318.647
dens_x2.0,452000,6119886,3,25986.776,85575402.535,33318.647
dens_x2.0,530000,8413791,1,39027.499,117884820.410,45898.267
dens_x2.0,530000,8413791,2,37862.747,117884820.410,45898.267
dens_x2.0,530000,8413791,3,37738.933,117884820.410,45898.267
dens_x2.0,621000,11552079,1,56434.022,162377752.059,63221.519
dens_x2.0,621000,11552079,2,55647.184,162377752.059,63221.519
dens_x2.0,621000,11552079,3,55382.089,162377752.059,63221.519
dens_x2.0,728000,15870417,1,84297.240,224046367.608,87232.097
dens_x2.0,728000,15870417,2,84495.719,224046367.608,87232.097
dens_x2.0,728000,15870417,3,84830.940,224046367.608,87232.097
dens_x2.0,853000,21800415,1,127846.865,309366697.818,120451.431
dens_x2.0,853000,21800415,2,128578.916,309366697.818,120451.431
dens_x2.0,853000,21800415,3,127293.075,309366697.818,120451.431
dens_x2.0,1000000,29958277,1,193809.065,427704402.750,166526.028
dens_x2.0,1000000,29958277,2,192667.212,427704402.750,166526.028
dens_x2.0,1000000,29958277,3,194000.905,427704402.750,166526.028
