series,n,m,trial,ms,theo_x,normalized_theory_ms
dens_x0.5,174000,226551,1,455.336,4833373.044,2460.177
dens_x0.5,174000,226551,2,504.231,4833373.044,2460.177
dens_x0.5,174000,226551,3,522.258,4833373.044,2460.177
dens_x0.5,204000,312325,1,696.115,6312525.050,3213.062
dens_x0.5,204000,312325,2,850.734,6312525.050,3213.062
dens_x0.5,204000,312325,3,922.932,6312525.050,3213.062
dens_x0.5,240000,431142,1,1927.235,8314371.662,4231.998
dens_x0.5,240000,431142,2,1138.207,8314371.662,4231.998
dens_x0.5,240000,431142,3,1115.626,8314371.662,4231.998
dens_x0.5,281000,589828,1,1827.282,10925503.834,5561.059
dens_x0.5,281000,589828,2,1339.802,10925503.834,5561.059
dens_x0.5,281000,589828,3,1169.025,10925503.834,5561.059
dens_x0.5,329000,811844,1,1522.195,14493068.872,7376.943
dens_x0.5,329000,811844,2,1501.547,14493068.872,7376.943
dens_x0.5,329000,811844,3,1607.400,14493068.872,7376.943
dens_x0.5,386000,1115568,1,2344.641,19315559.086,9831.580
dens_x0.5,386000,1115568,2,2432.236,19315559.086,9831.580
dens_x0.5,386000,1115568,3,2322.046,19315559.086,9831.580
dens_x0.5,452000,1531464,1,3316.101,25827552.428,13146.172
dens_x0.5,452000,1531464,2,3377.502,25827552.428,13146.172
dens_x0.5,452000,1531464,3,3354.746,25827552.428,13146.172
dens_x0.5,530000,2103874,1,5013.327,34716124.680,17670.437
dens_x0.5,530000,2103874,2,4984.979,34716124.680,17670.437
dens_x0.5,530000,2103874,3,5053.679,34716124.680,17670.437
dens_x0.5,621000,2887681,1,7653.489,46802598.872,23822.428
dens_x0.5,621000,2887681,2,7610.639,46802598.872,23822.428
dens_x0.5,621000,2887681,3,7519.181,46802598.872,23822.428
dens_x0.5,728000,3971764,1,12015.660,63437679.196,32289.650
dens_x0.5,728000,3971764,2,11577.906,63437679.196,32289.650
dens_x0.5,728000,3971764,3,11991.380,63437679.196,32289.650
dens_x0.5,853000,5448500,1,17834.890,86056528.179,43802.598
dens_x0.5,853000,5448500,2,17710.405,86056528.179,43802.598
dens_x0.5,853000,5448500,3,18224.804,86056528.179,43802.598
dens_x0.5,1000000,7489974,1,26985.940,117293325.434,59702.065
dens_x0.5,1000000,7489974,2,28216.802,117293325.434,59702.065
dens_x0.5,1000000,7489974,3,27674.139,117293325.434,59702.065
dens_x1.0,10000,1550,1,17.827,106379.431,54.147
dens_x1.0,10000,1550,2,16.952,106379.431,54.147
dens_x1.0,10000,1550,3,17.015,106379.431,54.147
dens_x1.0,12000,2135,1,20.646,132765.276,67.577
dens_x1.0,12000,2135,2,21.123,132765.276,67.577
dens_x1.0,12000,2135,3,20.674,132765.276,67.577
dens_x1.0,14000,2963,1,24.111,161942.582,82.428
dens_x1.0,14000,2963,2,25.719,161942.582,82.428
dens_x1.0,14000,2963,3,25.629,161942.582,82.428
dens_x1.0,16000,3912,1,24.766,192755.010,98.112
dens_x1.0,16000,3912,2,28.343,192755.010,98.112
dens_x1.0,16000,3912,3,26.101,192755.010,98.112
dens_x1.0,19000,5413,1,27.698,240521.618,122.425
dens_x1.0,19000,5413,2,30.179,240521.618,122.425
dens_x1.0,19000,5413,3,29.468,240521.618,122.425
dens_x1.0,22000,7290,1,38.453,292864.786,149.068
dens_x1.0,22000,7290,2,35.754,292864.786,149.068
dens_x1.0,22000,7290,3,34.257,292864.786,149.068
dens_x1.0,26000,10078,1,44.338,366763.602,186.682
dens_x1.0,26000,10078,2,45.863,366763.602,186.682
dens_x1.0,26000,10078,3,43.600,366763.602,186.682
dens_x1.0,30000,13336,1,45.214,446748.773,227.394
dens_x1.0,30000,13336,2,46.397,446748.773,227.394
dens_x1.0,30000,13336,3,45.272,446748.773,227.394
dens_x1.0,36000,19373,1,89.256,580933.327,295.694
dens_x1.0,36000,19373,2,89.571,580933.327,295.694
dens_x1.0,36000,19373,3,61.459,580933.327,295.694
dens_x1.0,42000,26057,1,111.164,724495.682,368.767
dens_x1.0,42000,26057,2,112.365,724495.682,368.767
dens_x1.0,42000,26057,3,111.181,724495.682,368.767
dens_x1.0,49000,35903,1,147.373,916916.365,466.709
dens_x1.0,49000,35903,2,160.224,916916.365,466.709
dens_x1.0,49000,35903,3,149.107,916916.365,466.709
dens_x1.0,57000,48648,1,204.262,1156930.810,588.875
dens_x1.0,57000,48648,2,187.035,1156930.810,588.875
dens_x1.0,57000,48648,3,213.253,1156930.810,588.875
dens_x1.0,67000,67188,1,236.565,1491157.159,758.996
dens_x1.0,67000,67188,2,233.706,1491157.159,758.996
dens_x1.0,67000,67188,3,234.320,1491157.159,758.996
dens_x1.0,79000,93552,1,197.042,1945903.955,990.461
dens_x1.0,79000,93552,2,268.478,1945903.955,990.461
dens_x1.0,79000,93552,3,308.769,1945903.955,990.461
dens_x1.0,92000,126776,1,273.573,2500509.887,1272.754
dens_x1.0,92000,126776,2,250.997,2500509.887,1272.754
dens_x1.0,92000,126776,3,275.845,2500509.887,1272.754
dens_x1.0,108000,175020,1,379.493,3280169.679,1669.600
dens_x1.0,108000,175020,2,309.677,3280169.679,1669.600
dens_x1.0,108000,175020,3,306.916,3280169.679,1669.600
dens_x1.0,127000,241838,1,468.439,4334562.918,2206.284
dens_x1.0,127000,241838,2,446.181,4334562.918,2206.284
dens_x1.0,127000,241838,3,458.373,4334562.918,2206.284
dens_x1.0,149000,333094,1,566.457,5742559.864,2922.951
dens_x1.0,149000,333094,2,579.989,5742559.864,2922.951
dens_x1.0,149000,333094,3,577.801,5742559.864,2922.951
dens_x1.0,174000,454003,1,785.385,7577993.244,3857.183
dens_x1.0,174000,454003,2,768.331,7577993.244,3857.183
dens_x1.0,174000,454003,3,799.821,7577993.244,3857.183
dens_x1.0,204000,623499,1,1114.363,10116899.562,5149.481
dens_x1.0,204000,623499,2,1120.554,10116899.562,5149.481
dens_x1.0,204000,623499,3,1099.929,10116899.562,5149.481
dens_x1.0,240000,862431,1,1680.754,13657349.809,6951.563
dens_x1.0,240000,862431,2,1659.639,13657349.809,6951.563
dens_x1.0,240000,862431,3,1635.171,13657349.809,6951.563
dens_x1.0,281000,1182168,1,2464.097,18357066.601,9343.710
dens_x1.0,281000,1182168,2,2520.973,18357066.601,9343.710
dens_x1.0,281000,1182168,3,2521.537,18357066.601,9343.710
dens_x1.0,329000,1623777,1,3657.489,24807713.897,12627.076
dens_x1.0,329000,1623777,2,3822.215,24807713.897,12627.076
dens_x1.0,329000,1623777,3,3771.764,24807713.897,12627.076
dens_x1.0,386000,2232671,1,5777.777,33685517.024,17145.860
dens_x1.0,386000,2232671,2,5853.952,33685517.024,17145.860
dens_x1.0,386000,2232671,3,5741.782,33685517.024,17145.860
dens_x1.0,452000,3055874,1,8791.834,45677561.904,23249.786
dens_x1.0,452000,3055874,2,8823.808,45677561.904,23249.786
dens_x1.0,452000,3055874,3,8832.307,45677561.904,23249.786
dens_x1.0,530000,4208065,1,13664.587,62450692.510,31787.276
dens_x1.0,530000,4208065,2,13613.387,62450692.510,31787.276
dens_x1.0,530000,4208065,3,13421.059,62450692.510,31787.276
dens_x1.0,621000,5774507,1,20937.405,85310220.195,43422.729
dens_x1.0,621000,5774507,2,21621.346,85310220.195,43422.729
dens_x1.0,621000,5774507,3,21139.229,85310220.195,43422.729
dens_x1.0,728000,7935888,1,34245.137,116945648.236,59525.098
dens_x1.0,728000,7935888,2,33147.218,116945648.236,59525.098
dens_x1.0,728000,7935888,3,34011.001,116945648.236,59525.098
dens_x1.0,853000,10900416,1,54191.487,160510699.866,81699.621
dens_x1.0,853000,10900416,2,54442.605,160510699.866,81699.621
dens_x1.0,853000,10900416,3,55017.857,160510699.866,81699.621
dens_x1.0,1000000,14986435,1,86648.996,220860761.527,112417.680
dens_x1.0,1000000,14986435,2,88775.035,220860761.527,112417.680
dens_x1.0,1000000,14986435,3,87850.833,220860761.527,112417.680
dens_x2.0,10000,3007,1,21.643,119798.897,60.977
dens_x2.0,10000,3007,2,21.430,119798.897,60.977
dens_x2.0,10000,3007,3,21.235,119798.897,60.977
dens_x2.0,12000,4365,1,25.837,153710.912,78.239
dens_x2.0,12000,4365,2,23.999,153710.912,78.239
dens_x2.0,12000,4365,3,23.257,153710.912,78.239
dens_x2.0,14000,5830,1,26.238,189313.294,96.360
dens_x2.0,14000,5830,2,25.462,189313.294,96.360
dens_x2.0,14000,5830,3,25.834,189313.294,96.360
dens_x2.0,16000,7624,1,30.745,228688.447,116.402
dens_x2.0,16000,7624,2,34.669,228688.447,116.402
dens_x2.0,16000,7624,3,29.403,228688.447,116.402
dens_x2.0,19000,10837,1,36.609,293959.920,149.625
dens_x2.0,19000,10837,2,35.257,293959.920,149.625
dens_x2.0,19000,10837,3,33.859,293959.920,149.625
dens_x2.0,22000,14556,1,48.189,365516.050,186.047
dens_x2.0,22000,14556,2,47.185,365516.050,186.047
dens_x2.0,22000,14556,3,44.113,365516.050,186.047
dens_x2.0,26000,20395,1,85.873,471644.695,240.066
dens_x2.0,26000,20395,2,87.164,471644.695,240.066
dens_x2.0,26000,20395,3,85.546,471644.695,240.066
dens_x2.0,30000,26790,1,104.921,585445.422,297.991
dens_x2.0,30000,26790,2,108.649,585445.422,297.991
dens_x2.0,30000,26790,3,106.060,585445.422,297.991
dens_x2.0,36000,38800,1,154.243,784747.311,399.435
dens_x2.0,36000,38800,2,151.319,784747.311,399.435
dens_x2.0,36000,38800,3,158.272,784747.311,399.435
dens_x2.0,42000,53391,1,204.388,1015477.726,516.876
dens_x2.0,42000,53391,2,198.844,1015477.726,516.876
dens_x2.0,42000,53391,3,197.630,1015477.726,516.876
dens_x2.0,49000,71945,1,250.340,1306154.668,664.830
dens_x2.0,49000,71945,2,279.343,1306154.668,664.830
dens_x2.0,49000,71945,3,280.425,1306154.668,664.830
dens_x2.0,57000,97182,1,296.197,1688417.255,859.401
dens_x2.0,57000,97182,2,182.517,1688417.255,859.401
dens_x2.0,57000,97182,3,181.647,1688417.255,859.401
dens_x2.0,67000,134082,1,334.311,2234513.248,1137.363
dens_x2.0,67000,134082,2,268.165,2234513.248,1137.363
dens_x2.0,67000,134082,3,282.074,2234513.248,1137.363
dens_x2.0,79000,186876,1,326.573,2998337.660,1526.148
dens_x2.0,79000,186876,2,326.265,2998337.660,1526.148
dens_x2.0,79000,186876,3,343.059,2998337.660,1526.148
dens_x2.0,92000,253371,1,468.680,3947432.991,2009.235
dens_x2.0,92000,253371,2,456.861,3947432.991,2009.235
dens_x2.0,92000,253371,3,474.351,3947432.991,2009.235
dens_x2.0,108000,349108,1,660.224,5297829.841,2696.585
dens_x2.0,108000,349108,2,637.197,5297829.841,2696.585
dens_x2.0,108000,349108,3,651.868,5297829.841,2696.585
dens_x2.0,127000,484181,1,877.044,7182563.887,3655.910
dens_x2.0,127000,484181,2,953.163,7182563.887,3655.910
dens_x2.0,127000,484181,3,986.232,7182563.887,3655.910
dens_x2.0,149000,666491,1,1297.659,9713885.437,4944.348
dens_x2.0,149000,666491,2,1257.054,9713885.437,4944.348
dens_x2.0,149000,666491,3,1284.346,9713885.437,4944.348
dens_x2.0,174000,907603,1,1867.315,13051498.522,6643.186
dens_x2.0,174000,907603,2,1903.876,13051498.522,6643.186
dens_x2.0,174000,907603,3,1907.572,13051498.522,6643.186
dens_x2.0,204000,1247723,1,3091.032,17748584.329,9033.993
dens_x2.0,204000,1247723,2,2802.598,17748584.329,9033.993
dens_x2.0,204000,1247723,3,2826.897,17748584.329,9033.993
dens_x2.0,240000,1725541,1,4427.498,24349896.729,12394.048
dens_x2.0,240000,1725541,2,4409.478,24349896.729,12394.048
dens_x2.0,240000,1725541,3,4625.596,24349896.729,12394.048
dens_x2.0,281000,2365586,1,6853.596,33204358.944,16900.951
dens_x2.0,281000,2365586,2,6972.828,33204358.944,16900.951
dens_x2.0,281000,2365586,3,6824.291,33204358.944,16900.951
dens_x2.0,329000,3242756,1,10753.997,45374920.412,23095.743
dens_x2.0,329000,3242756,2,10933.854,45374920.412,23095.743
dens_x2.0,329000,3242756,3,10953.280,45374920.412,23095.743
dens_x2.0,386000,4461354,1,16880.353,62354387.279,31738.257
dens_x2.0,386000,4461354,2,17044.714,62354387.279,31738.257
dens_x2.0,386000,4461354,3,17421.910,62354387.279,31738.257
dens_x2.0,452000,6119886,1,27124.239,85575402.535,43557.706
dens_x2.0,452000,6119886,2,27560.953,85575402.535,43557.706
dens_x2.0,452000,6119886,3,27165.046,85575402.535,43557.706
dens_x2.0,530000,8413791,1,43964.374,117884820.410,60003.135
dens_x2.0,530000,8413791,2,43212.872,117884820.410,60003.135
dens_x2.0,530000,8413791,3,44285.243,117884820.410,60003.135
dens_x2.0,621000,11552079,1,73741.057,162377752.059,82649.947
dens_x2.0,621000,11552079,2,70827.593,162377752.059,82649.947
dens_x2.0,621000,11552079,3,66956.073,162377752.059,82649.947
dens_x2.0,728000,15870417,1,107879.018,224046367.608,114039.147
dens_x2.0,728000,15870417,2,108503.864,224046367.608,114039.147
dens_x2.0,728000,15870417,3,107531.729,224046367.608,114039.147
dens_x2.0,853000,21800415,1,174361.084,309366697.818,157467.022
dens_x2.0,853000,21800415,2,173178.964,309366697.818,157467.022
dens_x2.0,853000,21800415,3,186579.072,309366697.818,157467.022
dens_x2.0,1000000,29958277,1,291293.554,427704402.750,217700.674
dens_x2.0,1000000,29958277,2,278506.552,427704402.750,217700.674
dens_x2.0,1000000,29958277,3,286580.368,427704402.750,217700.674
