series,n,m,trial,ms,theo_x,normalized_theory_ms
dens_x1.0,149000,333094,1,934.288,5742559.864,1097.263
dens_x1.0,149000,333094,2,1065.436,5742559.864,1097.263
dens_x1.0,149000,333094,3,950.058,5742559.864,1097.263
dens_x1.0,174000,454003,1,1169.608,7577993.244,1447.969
dens_x1.0,174000,454003,2,1263.648,7577993.244,1447.969
dens_x1.0,174000,454003,3,1170.809,7577993.244,1447.969
dens_x1.0,204000,623499,1,1608.676,10116899.562,1933.092
dens_x1.0,204000,623499,2,1533.414,10116899.562,1933.092
dens_x1.0,204000,623499,3,1524.210,10116899.562,1933.092
dens_x1.0,240000,862431,1,2177.558,13657349.809,2609.586
dens_x1.0,240000,862431,2,2162.622,13657349.809,2609.586
dens_x1.0,240000,862431,3,2250.789,13657349.809,2609.586
dens_x1.0,281000,1182168,1,2836.469,18357066.601,3507.587
dens_x1.0,281000,1182168,2,2819.405,18357066.601,3507.587
dens_x1.0,281000,1182168,3,2877.142,18357066.601,3507.587
dens_x1.0,329000,1623777,1,3866.669,24807713.897,4740.148
dens_x1.0,329000,1623777,2,3998.567,24807713.897,4740.148
dens_x1.0,329000,1623777,3,4059.382,24807713.897,4740.148
dens_x1.0,386000,2232671,1,5485.621,33685517.024,6436.480
dens_x1.0,386000,2232671,2,5580.961,33685517.024,6436.480
dens_x1.0,386000,2232671,3,5513.234,33685517.024,6436.480
dens_x1.0,452000,3055874,1,7599.997,45677561.904,8727.867
dens_x1.0,452000,3055874,2,7705.885,45677561.904,8727.867
dens_x1.0,452000,3055874,3,7632.451,45677561.904,8727.867
dens_x1.0,530000,4208065,1,10645.239,62450692.510,11932.802
dens_x1.0,530000,4208065,2,10608.786,62450692.510,11932.802
dens_x1.0,530000,4208065,3,10661.889,62450692.510,11932.802
dens_x1.0,621000,5774507,1,14916.794,85310220.195,16300.700
dens_x1.0,621000,5774507,2,14760.646,85310220.195,16300.700
dens_x1.0,621000,5774507,3,15000.037,85310220.195,16300.700
dens_x1.0,728000,7935888,1,21350.019,116945648.236,22345.458
dens_x1.0,728000,7935888,2,20599.824,116945648.236,22345.458
dens_x1.0,728000,7935888,3,20715.817,116945648.236,22345.458
dens_x1.0,853000,10900416,1,28939.165,160510699.866,30669.676
dens_x1.0,853000,10900416,2,28468.021,160510699.866,30669.676
dens_x1.0,853000,10900416,3,31349.436,160510699.866,30669.676
dens_x1.0,1000000,14986435,1,66847.745,220860761.527,42201.099
dens_x1.0,1000000,14986435,2,41387.027,220860761.527,42201.099
dens_x1.0,1000000,14986435,3,42951.041,220860761.527,42201.099
dens_x2.0,10000,3007,1,87.427,119798.897,22.891
dens_x2.0,10000,3007,2,63.753,119798.897,22.891
dens_x2.0,10000,3007,3,52.585,119798.897,22.891
dens_x2.0,12000,4365,1,68.433,153710.912,29.370
dens_x2.0,12000,4365,2,82.225,153710.912,29.370
dens_x2.0,12000,4365,3,62.498,153710.912,29.370
dens_x2.0,14000,5830,1,146.832,189313.294,36.173
dens_x2.0,14000,5830,2,92.943,189313.294,36.173
dens_x2.0,14000,5830,3,77.130,189313.294,36.173
dens_x2.0,16000,7624,1,151.648,228688.447,43.697
dens_x2.0,16000,7624,2,86.382,228688.447,43.697
dens_x2.0,16000,7624,3,118.420,228688.447,43.697
dens_x2.0,19000,10837,1,115.938,293959.920,56.169
dens_x2.0,19000,10837,2,138.467,293959.920,56.169
dens_x2.0,19000,10837,3,110.107,293959.920,56.169
dens_x2.0,22000,14556,1,150.381,365516.050,69.841
dens_x2.0,22000,14556,2,126.595,365516.050,69.841
dens_x2.0,22000,14556,3,164.303,365516.050,69.841
dens_x2.0,26000,20395,1,143.082,471644.695,90.120
dens_x2.0,26000,20395,2,188.214,471644.695,90.120
dens_x2.0,26000,20395,3,150.807,471644.695,90.120
dens_x2.0,30000,26790,1,156.010,585445.422,111.864
dens_x2.0,30000,26790,2,245.802,585445.422,111.864
dens_x2.0,30000,26790,3,158.062,585445.422,111.864
dens_x2.0,36000,38800,1,193.929,784747.311,149.946
dens_x2.0,36000,38800,2,193.447,784747.311,149.946
dens_x2.0,36000,38800,3,320.627,784747.311,149.946
dens_x2.0,42000,53391,1,245.425,1015477.726,194.033
dens_x2.0,42000,53391,2,259.902,1015477.726,194.033
dens_x2.0,42000,53391,3,259.556,1015477.726,194.033
dens_x2.0,49000,71945,1,307.752,1306154.668,249.574
dens_x2.0,49000,71945,2,310.579,1306154.668,249.574
dens_x2.0,49000,71945,3,332.788,1306154.668,249.574
dens_x2.0,57000,97182,1,349.160,1688417.255,322.615
dens_x2.0,57000,97182,2,344.003,1688417.255,322.615
dens_x2.0,57000,97182,3,309.397,1688417.255,322.615
dens_x2.0,67000,134082,1,415.061,2234513.248,426.961
dens_x2.0,67000,134082,2,418.921,2234513.248,426.961
dens_x2.0,67000,134082,3,542.886,2234513.248,426.961
dens_x2.0,79000,186876,1,506.513,2998337.660,572.909
dens_x2.0,79000,186876,2,509.927,2998337.660,572.909
dens_x2.0,79000,186876,3,511.928,2998337.660,572.909
dens_x2.0,92000,253371,1,636.724,3947432.991,754.258
dens_x2.0,92000,253371,2,641.103,3947432.991,754.258
dens_x2.0,92000,253371,3,630.308,3947432.991,754.258
dens_x2.0,108000,349108,1,1719.294,5297829.841,1012.286
dens_x2.0,108000,349108,2,1146.188,5297829.841,1012.286
dens_x2.0,108000,349108,3,926.098,5297829.841,1012.286
dens_x2.0,127000,484181,1,1180.387,7182563.887,1372.413
dens_x2.0,127000,484181,2,1185.449,7182563.887,1372.413
dens_x2.0,127000,484181,3,1133.979,7182563.887,1372.413
dens_x2.0,149000,666491,1,1659.692,9713885.437,1856.086
dens_x2.0,149000,666491,2,1612.972,9713885.437,1856.086
dens_x2.0,149000,666491,3,1517.271,9713885.437,1856.086
dens_x2.0,174000,907603,1,2171.669,13051498.522,2493.823
dens_x2.0,174000,907603,2,2170.243,13051498.522,2493.823
dens_x2.0,174000,907603,3,2138.745,13051498.522,2493.823
dens_x2.0,204000,1247723,1,3040.113,17748584.329,3391.321
dens_x2.0,204000,1247723,2,2865.235,17748584.329,3391.321
dens_x2.0,204000,1247723,3,2818.529,17748584.329,3391.321
dens_x2.0,240000,1725541,1,3911.937,24349896.729,4652.671
dens_x2.0,240000,1725541,2,3864.313,24349896.729,4652.671
dens_x2.0,240000,1725541,3,4019.525,24349896.729,4652.671
dens_x2.0,281000,2365586,1,5440.080,33204358.944,6344.542
dens_x2.0,281000,2365586,2,5280.197,33204358.944,6344.542
dens_x2.0,281000,2365586,3,5331.377,33204358.944,6344.542
dens_x2.0,329000,3242756,1,7509.897,45374920.412,8670.039
dens_x2.0,329000,3242756,2,7297.788,45374920.412,8670.039
dens_x2.0,329000,3242756,3,7308.891,45374920.412,8670.039
dens_x2.0,386000,4461354,1,10341.541,62354387.279,11914.401
dens_x2.0,386000,4461354,2,11255.962,62354387.279,11914.401
dens_x2.0,386000,4461354,3,10464.571,62354387.279,11914.401
dens_x2.0,452000,6119886,1,14859.560,85575402.535,16351.370
dens_x2.0,452000,6119886,2,14641.356,85575402.535,16351.370
dens_x2.0,452000,6119886,3,14368.936,85575402.535,16351.370
dens_x2.0,530000,8413791,1,20623.174,117884820.410,22524.911
dens_x2.0,530000,8413791,2,20776.519,117884820.410,22524.911
dens_x2.0,530000,8413791,3,35375.719,117884820.410,22524.911
dens_x2.0,621000,11552079,1,35126.303,162377752.059,31026.424
dens_x2.0,621000,11552079,2,28352.579,162377752.059,31026.424
dens_x2.0,621000,11552079,3,28463.199,162377752.059,31026.424
dens_x2.0,728000,15870417,1,40801.199,224046367.608,42809.790
dens_x2.0,728000,15870417,2,39676.070,224046367.608,42809.790
dens_x2.0,728000,15870417,3,40929.421,224046367.608,42809.790
dens_x2.0,853000,21800415,1,57857.381,309366697.818,59112.422
dens_x2.0,853000,21800415,2,57089.829,309366697.818,59112.422
dens_x2.0,853000,21800415,3,56924.223,309366697.818,59112.422
dens_x2.0,1000000,29958277,1,81612.419,427704402.750,81723.868
dens_x2.0,1000000,29958277,2,81139.967,427704402.750,81723.868
dens_x2.0,1000000,29958277,3,85039.919,427704402.750,81723.868
